chroma_mean,chroma_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_rolloff_mean,spectral_rolloff_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,result
0.36593625,0.09720449,0.017285883,0.00042814817,1363.5071449840766,187200.26165743367,1683.269951187102,76934.50217720136,2678.532462284483,1227470.9368616734,-400.24274,1554.3334,134.69023,376.5235,-6.4245944,306.8887,34.6486,134.07031,4.2755094,59.600143,2.3008113,100.35297,-11.127043,63.556305,-12.446665,95.84835,-9.933228,72.75494,-5.1830277,112.531944,-5.929821,143.24518,-3.2143664,74.510895,1.2950299,64.256996,-4.912247,66.30314,-4.108526,53.06242,-5.5443654,37.907337,-3.0589972,57.877735,-2.9492068,33.213383,-4.585367,44.903126,0.78209704,45.8505,Amr
0.4273985,0.10090893,0.045960054,0.004632559,1398.6658836127,334580.0333508826,1694.2525545772266,174608.0294678733,2646.356411637931,2106554.6141268946,-406.60757,14166.438,105.66959,1882.9253,13.611296,474.66483,13.836893,475.11484,8.679102,270.36145,4.6041517,378.3189,-3.1737661,193.60086,-9.534062,241.10637,-2.6609895,187.07068,-1.6150709,101.39049,-6.70092,163.65285,-4.1642246,52.351566,-2.1410558,69.09114,-1.3464252,110.05988,-3.387634,51.111195,3.345819,127.84303,-3.666469,71.6158,-1.0473474,46.999775,-2.1065147,49.57209,-1.2607175,65.972534,Amr
0.4299478,0.09103146,0.029189724,0.003296546,1598.7140575309074,546857.536177429,1879.1222075605992,212193.1045068284,3094.593547952586,2765539.4918995155,-455.77466,9992.831,94.77967,3000.9187,15.85878,899.432,18.369179,337.28366,12.899901,314.91385,6.573458,267.83694,-2.2925467,205.0919,-8.45111,153.46109,-6.0375347,148.6842,-5.089381,239.63272,0.5844536,90.695755,-2.4179406,69.005806,-6.9596157,77.306305,-3.427955,132.21225,-3.0694358,82.46834,0.7012591,110.37035,-3.6896853,102.85259,-3.2342901,76.46985,-3.2063537,62.71377,-1.6024747,53.60661,Amr
0.4361856,0.09799509,0.019496193,0.0010329122,1343.8770158303669,360958.8593265126,1698.055438559065,259671.5955747571,2648.212722252156,3078615.4854042493,-459.80438,7799.684,110.59641,1292.7694,15.87185,643.39,9.387028,754.6301,11.791463,353.96634,7.2609763,130.86081,-8.234628,308.8002,-9.25972,212.85333,-0.328936,59.06538,-1.3391027,209.43399,-0.46505427,176.53088,-0.8138247,69.60487,-3.4278295,38.195774,-1.8845711,122.91282,-2.3531508,74.14378,-1.5933279,61.94042,-7.5988936,141.72394,0.8051659,47.39375,-0.015617168,51.31488,-6.8785686,53.96852,Amr
0.38996503,0.087748475,0.04694128,0.005240516,1438.308701422785,223602.8755610975,1799.9102520430224,117326.21421581412,2897.948376885776,1753870.192991567,-414.9107,20743.02,75.50853,2622.8674,15.718524,598.3112,17.457989,279.40372,8.333861,301.1963,1.5399122,257.40652,-2.0288568,242.53314,-8.0076475,182.66249,-5.249604,103.97797,-2.125986,73.83223,-7.6247697,136.32256,2.1860542,33.37334,-0.5321512,65.46044,-2.6450443,52.568047,-0.2414496,93.74402,0.5542281,74.63019,-6.873428,130.38477,-1.2635835,37.97539,-4.9622083,48.433807,-0.56927365,37.42766,Amr
0.4141907,0.09569545,0.032001447,0.00242239,1226.895989381696,369059.10621190246,1636.679449063737,173947.46512133526,2128.693258351293,2238065.577823398,-453.58392,14604.138,85.46729,2679.8135,17.042803,952.4278,19.905363,360.45953,14.38225,377.53943,5.5391893,235.62572,-3.111148,274.4746,-12.516909,237.84418,-3.3900886,129.21007,0.3005714,134.28685,-1.2360847,150.88626,1.2413565,41.151314,-3.6410441,60.890877,-2.1948571,46.49059,-3.03351,111.42507,2.2713363,85.96832,-6.943653,172.48828,-3.0002375,30.686125,-2.9997113,40.24023,-3.3214474,47.279705,Amr
0.44414267,0.09662734,0.011083774,0.00022708793,1343.088970325297,318931.7397009699,1771.0131308098862,266814.42200658645,2467.284314385776,1928431.950950736,-476.81747,7987.6064,137.6769,1038.6239,9.268074,569.8705,-4.284576,582.70667,9.768225,156.10324,9.193909,198.62456,-0.05064918,99.26405,-3.4057024,273.62274,-3.6422968,195.87918,0.3763909,115.8266,-1.6501226,146.43692,2.5821311,82.74908,-1.2943021,75.95371,-0.3606796,56.90963,-5.8023157,112.17235,-1.6057427,66.58824,-1.3426589,58.712902,0.72661287,92.38544,-6.240992,59.11129,-1.2849889,52.40371,Amr
0.41281384,0.10114747,0.026358832,0.0013166133,1162.7596030048649,276401.51237727137,1480.0777427262556,126847.52965634424,1979.5696390086207,1298938.094750313,-441.58173,11782.2705,113.112854,1721.5243,13.040189,820.62024,8.862967,516.89777,8.905304,250.73943,6.927639,329.0001,-1.6482044,363.22025,-11.183712,343.11807,-0.83991617,137.89572,0.8976357,94.33856,-4.33362,152.69614,-2.2907348,71.881004,-2.9643717,57.88385,-1.9766015,92.12839,-4.4768963,91.73471,1.739847,119.12212,-7.4320784,112.579834,-3.9144704,66.703606,-5.102596,43.16548,-4.24008,71.90402,Amr
0.44012803,0.092429206,0.04566872,0.004603926,1449.4824834163114,329333.7605080343,1927.320568187865,192265.7788165249,2727.5390625,2366743.8062717174,-408.8687,22505.924,83.60589,2682.0405,18.38803,802.54767,13.203786,367.03546,7.5334888,420.6237,2.1420987,481.3629,-0.4074523,150.3486,-0.9468346,87.77889,-6.3883443,129.3681,-5.4120345,119.67174,-1.3255875,135.4473,0.76672494,70.12216,-1.7628363,32.58738,-2.6243727,73.33349,-5.6040263,63.413242,4.9316173,136.10873,-8.978203,240.64973,-0.4265403,52.81017,-2.143271,31.468136,-4.6443844,55.9792,Amr
0.40835086,0.09289037,0.029479213,0.0020608918,2037.189723967708,2398067.397217957,2142.892164524221,374795.2147273119,3655.323107489224,6639177.093649023,-422.74878,19411.18,74.8843,1775.4763,21.427567,889.141,6.477478,328.2844,11.571015,379.2093,1.3440235,373.7626,-1.861359,152.23915,0.585327,192.8357,-7.4553385,216.97667,-2.2094097,148.42848,-3.1992068,163.72836,-0.74046886,56.558357,-3.198089,66.85707,-0.1767905,95.08836,-4.9009395,39.59668,3.6896913,162.94746,-10.7798815,263.1578,-0.30851227,32.020164,-1.718468,28.647646,-4.987587,28.85703,Amr
