chroma_mean,chroma_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_rolloff_mean,spectral_rolloff_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,result
0.49573782,0.07345528,0.0031370257,5.0341146e-06,1933.161302444764,313276.7901358048,1918.534822957149,102128.39282238028,3138.897494612069,1364443.7419815382,-476.4632,11891.787,120.46642,1670.8922,-45.132477,1456.1398,-23.495337,55.79928,-8.89522,114.8155,-1.4898667,34.27549,-21.440126,67.366615,-0.051929418,54.23024,-8.985053,34.64056,1.7890029,55.67814,-13.966899,37.611214,-1.6133351,71.97246,-12.333866,43.326183,-0.64096576,37.690784,-12.515324,57.253986,4.096607,70.28396,-19.242153,77.74122,-9.712526,36.790585,-4.1994343,29.187916,4.8285832,53.7409,Others
0.47323933,0.07026724,0.0011586712,5.0066376e-07,1842.0033246614337,1434090.3287257152,2011.299306085236,496214.4587067508,3146.570245150862,6534399.919535401,-592.21027,4473.4565,146.0058,1970.2462,6.024546,744.1616,-21.771597,437.49835,-18.5217,73.23303,1.1140707,88.65345,-15.943089,109.86538,0.90275836,75.27022,-18.179367,89.923805,1.6283584,80.18397,-15.046462,49.031906,-1.1687214,35.780567,-10.081166,32.501183,-5.2438498,39.41701,-14.422879,24.134056,-5.545931,30.823278,-11.152578,33.275494,-2.1089194,25.048157,-9.992263,41.900665,-0.19986512,41.298283,Others
0.45909277,0.07464601,0.0008885183,1.8910473e-08,1129.678944244203,95387.17657881945,1561.4780394318025,173099.310559303,1834.5299030172407,1767659.2628000472,-630.3761,368.5649,177.99397,293.22247,0.6227988,195.01315,-19.207134,48.37518,-19.211836,29.090094,4.461228,19.062727,-15.792846,32.41124,-5.873215,49.184002,-11.207978,38.504364,-1.5789043,43.099575,-12.326842,26.59223,-3.971431,34.380783,-10.255414,15.042159,-3.878468,16.790577,-13.582239,29.604229,-6.5804877,28.731726,-10.541408,24.902998,0.9036469,25.668612,-8.486899,13.975172,-2.7378423,21.171852,Others
0.43484005,0.078715295,0.004537399,8.319085e-05,2518.9156957494506,864103.8142518478,2589.817242192176,305068.03758639866,5576.480839170259,3761512.903808556,-495.73807,12273.976,102.302925,1434.787,14.369784,391.1187,-8.030737,525.70013,-14.451335,212.20723,7.8196297,192.76834,-12.381829,125.24652,-0.15883492,156.87048,-10.994502,124.61278,0.17989385,49.6892,-8.629658,41.38684,-1.446646,38.349926,-11.250482,96.9287,2.4264133,81.40125,-10.420634,77.92492,-9.618823,95.56674,-2.151545,135.5179,-1.0887216,47.95916,-8.519865,54.497074,3.1675353,67.007866,Others
0.47200146,0.07055809,0.0008979891,2.15238e-08,1012.5816006861238,5625.933483628426,1363.5999846989746,6616.839102220009,1419.2113415948277,20648.441328871977,-635.59595,192.96648,186.42487,33.948456,-6.577945,63.148045,-20.221247,16.740324,-19.700329,32.637257,3.995609,30.41173,-15.1010065,22.774015,-8.096612,36.85813,-10.717844,26.16784,-4.201197,38.383915,-9.998011,19.713547,-6.138062,27.854012,-8.948031,17.248722,-5.4425793,21.56143,-12.887933,15.7253065,-7.3060036,29.242296,-11.227834,14.406896,-0.7388842,23.725586,-7.8237705,19.916164,-0.6925162,20.049389,Others
0.42445233,0.08134736,0.00095460674,3.599597e-08,1087.9415278192366,134740.88792892537,1475.5790015971163,129132.73780258968,1681.5699084051723,1127854.877601197,-628.7008,449.6471,182.04927,270.86652,-1.8740933,148.93285,-18.09067,55.246216,-17.405296,29.402643,7.260435,51.90602,-13.193947,50.343166,-5.6091146,34.52711,-8.841295,27.908573,-1.1822757,38.853626,-8.672128,17.092453,-5.1155047,22.065447,-8.514701,14.181204,-5.4482946,30.38869,-12.524646,20.426035,-7.2665133,18.596476,-10.459458,15.988549,0.17235376,18.009432,-7.273938,25.161615,-0.9967486,17.143751,Others
0.37348592,0.09340345,0.003929455,2.292362e-05,2131.677948742831,1058841.5369369288,2020.995766986682,397725.6040892243,3937.7298289331898,4630036.937266269,-503.59363,5898.9575,113.274155,2257.493,-9.736397,1594.7026,-6.277052,970.50116,-18.429283,436.8888,-13.402422,416.94467,-11.74488,469.2606,1.1558928,201.69841,-13.013237,112.41401,-0.37783962,234.57265,-13.919734,140.54173,-6.985306,61.70944,-16.3938,141.11768,-7.431202,107.1468,-9.979605,67.814545,-11.113739,48.61758,-6.608019,75.02208,-0.5661814,75.1473,-5.0918517,107.04969,-1.9935939,131.3751,Others
0.46136522,0.085660696,0.037487917,0.0034016268,1888.0586235701185,1006941.1555870596,2073.4947336632868,442940.32846418495,3809.768150592673,5101742.398424182,-427.69266,18482.121,94.03133,2858.2197,20.48283,649.8659,17.632343,653.63965,-6.696596,421.66675,-0.11517395,637.98456,0.7026983,194.60693,-3.0841103,134.93405,-10.572509,193.12532,1.006399,88.42218,-4.009416,166.51804,-0.6582516,58.281586,-8.777395,177.68852,-9.132915,170.19418,2.2825406,138.79083,-3.7300525,31.808712,-2.8386474,25.288849,1.1218864,52.283,-3.5030627,49.54193,-0.21549593,19.772686,Ibrahim
0.4506628,0.085245006,0.04041188,0.0024786186,1915.672226902576,1234548.1808153507,1779.0384686068453,245079.03414148008,3417.962856950431,3699431.7658463498,-374.0865,19794.525,103.089676,3894.2568,-5.8889847,1290.6962,32.590878,846.16364,-7.7496367,653.2727,-3.0919547,465.77335,-5.8523498,95.13847,0.35248834,102.86716,-5.551946,159.63231,-0.8312415,61.671967,-5.106358,79.1349,-1.6317017,79.60752,-7.9196687,134.32909,-8.700599,53.946953,-0.04653671,87.11478,-2.1591694,38.774017,-5.435695,50.2456,-1.2972981,35.837013,-3.4959805,38.532806,-2.7814746,39.338306,Ibrahim
0.45376348,0.09401338,0.034158472,0.002216357,2134.2617188255285,1741690.6250956552,1917.5619339503323,507661.874485857,3977.5786301185344,5576747.183529006,-411.74866,15444.317,103.8123,4599.6055,8.423127,837.7161,20.767597,549.7143,-5.3695445,485.86594,-0.022467745,830.4859,-1.4926388,195.73029,0.70483285,159.40471,-7.1840973,166.82361,-1.1490152,110.409744,-2.896287,173.22284,-0.6810031,61.81008,-7.2121787,169.85345,-4.741326,147.08093,4.9234314,101.29992,1.4299594,35.43686,-2.5885277,68.41635,3.2196975,55.554916,-0.08883904,54.789955,-2.2015443,41.71139,Ibrahim
0.42718035,0.08913052,0.046358448,0.0037226547,1818.498455827476,501309.44572173565,2030.7052875522843,208449.47591482048,3704.205953663793,2348655.6452264683,-395.71912,27408.873,99.60373,2204.5803,7.0931325,503.3832,20.027416,631.6873,-10.849302,824.6183,-3.946475,258.86758,-5.2019434,169.4237,-7.9252872,114.730705,-9.078176,140.66698,-0.06399511,83.41554,-4.703808,191.11227,-3.2232563,101.96834,-8.20979,106.56297,-4.938762,69.92948,0.96560645,68.69338,2.6050384,51.95115,-6.7779613,135.60193,0.49105462,59.412075,-2.3494022,84.92347,-0.8116762,44.11802,Ibrahim
0.46099338,0.09364528,0.035716336,0.0029924386,1308.1309251819594,397192.9603934637,1637.167917899869,219000.5247296906,2324.224643049569,2033969.3341442293,-439.54233,18989.867,89.076416,3077.5083,21.357742,648.4357,17.949125,403.8081,-4.19014,333.64108,-3.9663534,435.94534,-0.93444234,229.0421,-1.5846078,92.88268,-7.4391603,207.36905,-1.0528611,41.195488,-6.704431,168.58714,-4.6348076,123.534134,-8.629723,141.35384,-7.749856,115.04243,3.698432,126.06281,2.0834827,88.54345,-3.323388,106.444595,3.0973327,87.555595,-3.4184668,54.398712,-0.84002924,42.2615,Ibrahim
0.4357459,0.08909961,0.04708751,0.0034425259,1387.4641322709565,663562.8865260293,1546.3710505280935,229396.2173903414,2553.045864762931,2703923.9624720267,-398.738,22304.521,110.21608,3966.787,8.524495,1327.2812,30.26462,729.0986,-6.5945034,747.14734,-7.9915223,707.25165,1.4845074,186.38501,1.4736731,88.93449,-9.717487,223.55931,-3.269233,100.71396,-8.044299,183.40816,-3.3084693,57.66311,-5.7624764,69.823006,-12.269052,208.95456,4.427184,69.237335,2.985636,47.358616,-2.6647136,51.89385,2.0724552,43.53182,-1.9307795,49.69267,-2.6900668,78.64553,Ibrahim
0.39598137,0.09282208,0.04877743,0.0037372701,1534.7612644747694,603358.1427775769,1648.7403255145236,168484.42651155396,2912.6751077586205,2080936.894419644,-379.6164,19674.959,116.51663,2776.6887,-1.4667981,713.20593,29.691294,1109.6133,-8.827421,672.657,-8.075921,663.9471,1.7307267,167.13303,1.1981854,137.86693,-8.732431,178.01633,-4.372546,268.0843,-10.056433,229.2336,-7.4303575,75.86681,-9.325083,120.427574,-8.819306,152.24422,3.860647,105.40365,-1.6431166,47.237522,-2.1861408,64.35181,3.8094745,57.3694,-3.1769812,62.2681,-4.628242,34.331177,Ibrahim
0.45034552,0.0824588,0.039198715,0.003619694,2085.3337907343894,1266582.0445986062,2139.1982045010072,509391.45338101446,4237.9571322737065,6249594.582150581,-409.3991,22764.975,91.6347,2610.8235,17.570904,363.09567,19.833605,833.32684,-0.24018312,396.31595,2.1018944,469.30313,-7.5283475,243.72562,7.9131336,133.16588,-7.7513723,110.09789,-0.45672414,82.47228,-5.684282,168.03357,-1.1436052,114.38579,-7.3637795,153.66785,-4.079625,55.198208,2.5684333,46.26466,-0.5706604,39.714584,-3.1556983,113.077286,1.0517955,70.67066,1.2408428,43.420635,-0.6283678,47.41492,Ibrahim
0.43881372,0.08606477,0.039725646,0.0035655317,1844.403995975671,850160.8733603192,1968.0574287241468,457296.9378004773,3701.60711880388,4692330.801448697,-420.61816,21713.584,108.82527,3107.278,9.846318,545.44293,17.149345,837.2765,-5.493511,262.00558,-6.890046,744.45715,-3.6878417,141.18056,2.8398888,178.18633,-10.114864,313.1059,1.3839517,119.1821,-3.2973886,169.28247,-1.4854096,105.367386,-6.6364965,111.79883,-9.754865,166.81491,2.4819088,76.7479,-2.5067718,47.088997,-4.5204754,55.883446,2.9748168,43.681538,-2.240098,58.540745,2.0226471,35.157257,Ibrahim
0.4171654,0.08764179,0.051066704,0.0044327606,1855.265736848472,842809.6393210612,1820.72583911012,334326.1455879377,3514.862271012931,3327486.723729461,-403.52847,28532.215,99.27325,3766.308,9.358065,610.73126,22.064518,570.77026,-10.308011,546.48676,-4.703209,748.7929,-6.011876,364.97086,0.60148764,122.51383,-4.3037677,282.71667,-1.3408414,41.287605,-3.0215983,147.24115,-2.1780298,102.75107,-10.78269,130.3878,-5.226593,151.69438,4.0938745,40.649876,-1.2744929,54.69873,-1.9455216,82.64133,0.40938157,43.502914,-3.1553688,70.55966,-1.353201,45.575497,Ibrahim
0.43228325,0.09502175,0.04567415,0.0031158829,1211.3804283575323,328211.1643517714,1504.1339815825695,157331.4272749033,2184.258822737069,1424777.9520073913,-404.7063,18886.305,122.721245,2875.4258,16.190002,511.17032,21.116407,729.5335,-3.2857835,698.36847,-2.1972003,801.8977,-1.3187164,159.23708,1.6171191,153.47195,-10.216188,230.255,-1.510019,147.35995,-8.2005625,142.19324,0.062006697,64.58503,-7.9921174,62.89802,-11.559141,172.12625,6.082051,56.5517,-1.9983052,37.694603,-4.776141,64.53951,3.6524138,57.81548,-1.8532522,51.876263,-2.7627695,70.18471,Ibrahim
0.45946774,0.08660937,0.036247015,0.0031349077,1175.9754572303398,281966.64713407104,1568.952728454404,250001.4665149362,2161.364325161638,1692036.6077020534,-441.02792,17503.943,110.50619,2405.9941,26.969772,365.5966,17.13172,637.75305,0.13224754,498.79013,-5.2918963,747.97833,0.38751855,228.07245,-4.1305375,105.35735,-7.4813027,147.97597,2.0730848,140.22696,-4.1702137,144.37862,-4.946849,33.604317,-10.234404,151.9551,-4.155059,95.27065,4.0506864,55.896214,-1.9924667,29.69964,-5.0713854,112.7318,1.4108655,82.89935,-2.8246977,44.12062,-1.4344534,32.724087,Ibrahim
0.40551454,0.09156581,0.038661,0.0025521545,1670.7553707673603,1077995.478007015,1694.9579532816233,365165.5518551669,3205.724676724138,3458658.3056376185,-410.1593,19038.2,111.025635,3973.785,7.8869123,696.227,24.99588,960.067,-6.2232757,486.60443,-0.90306944,699.7268,0.3208913,163.75583,-2.560617,119.52474,-4.991145,128.48048,-0.43914956,83.80825,-7.3318524,215.343,-1.4753343,47.52894,-6.9002643,133.01006,-8.006117,209.94902,4.992966,64.31405,-0.16524385,32.047688,-1.8160508,40.347847,2.661459,54.079746,-4.683745,52.00197,-0.7557112,53.663845,Ibrahim
0.4686018,0.08304573,0.02704775,0.0019376513,1820.27293940855,934321.6566741742,1891.065896122799,420895.47389001417,3544.439486799569,4090868.196308825,-441.92694,18148.84,97.16011,3249.041,13.617127,708.7572,18.623894,585.2632,-2.125628,309.187,0.39283973,470.41928,0.020318972,151.50734,2.501881,202.11714,-4.106049,159.81032,0.9789198,146.82301,-1.1916753,275.0249,-0.20314613,80.813484,-8.408142,101.231735,-6.395092,141.71567,0.7511478,67.44059,0.23364253,42.62466,-3.0313594,52.35666,1.4773511,41.97344,0.023925671,52.750313,0.101902194,36.832706,Ibrahim
0.46484908,0.081715874,0.033908993,0.0038638513,1943.9593134669403,925878.4364260556,1953.4891329377765,408171.8997879866,3837.736563846983,4046444.621090373,-426.4902,20338.262,90.43814,1992.7328,8.49969,407.8004,8.426483,765.34436,-5.3781533,410.7677,3.2546713,352.17108,2.3028765,199.93875,3.1805198,127.485085,-4.175231,175.2372,-3.6508925,76.04856,-2.0289438,130.94426,-2.0101717,141.78369,-7.672749,86.00691,-7.1174245,81.29777,1.866218,61.508205,1.8026109,52.470177,-0.99831355,90.56716,-0.51143354,32.952145,-4.9737897,32.9762,1.1393627,26.207556,Ibrahim
0.47240067,0.07821119,0.04163046,0.003638321,1462.0397592087834,589798.1400194478,1654.88823982216,137644.31387471306,2613.0665746228447,1934753.5493612008,-415.2747,25434.068,82.45069,2527.7834,17.28809,534.45886,29.295897,1364.26,-2.1061797,633.8975,-0.444165,406.2416,-0.4949194,239.67706,2.0386422,139.26802,-9.135746,170.91107,-1.9905515,51.066933,-5.553593,125.14681,-3.6031373,86.33368,-7.397257,188.46951,-6.3074474,93.769455,-0.79155695,43.443474,-0.08982926,28.003162,-1.4457437,39.717525,1.5481039,52.13771,-1.7760259,25.350805,-1.3811673,31.285019,Ibrahim
0.42696705,0.09179212,0.03870897,0.0028084181,1359.740234497334,682822.9904558129,1551.2632225757022,123857.3615087018,2454.413894127156,1905993.025647332,-418.3026,21574.676,106.29633,3041.4834,12.262853,763.5101,25.565603,842.5261,-0.64693046,630.1212,-2.7205877,632.02966,2.284539,184.25899,4.4218903,166.7847,-8.688626,254.0663,1.8297263,75.67834,-6.918735,162.03929,-2.8243108,57.063343,-6.975074,102.51698,-7.4737277,162.30313,2.938214,64.094696,-0.9119524,38.869762,-3.947655,68.932365,4.843186,54.842083,-2.9517117,72.93998,-3.0566413,61.376236,Ibrahim
0.44377485,0.08963648,0.049418174,0.005413921,1229.5515063260018,286219.4481961728,1508.2444985895224,195180.3608563108,2415.5551252693967,1545105.7344356135,-381.0724,10917.512,129.9189,1316.0143,24.162395,377.4876,18.010338,497.83173,-4.9145155,370.04266,6.18915,459.89633,-3.1008384,135.70634,-14.550876,140.35362,-8.549073,169.65524,-0.92616403,114.08472,-7.709319,131.27028,-4.1781116,98.25677,-5.2538347,83.11012,-6.971535,157.58362,2.198037,109.50205,-1.6585842,41.837097,-2.6737192,88.384964,-2.49994,42.832493,-8.162278,49.9796,-3.7366576,36.15508,Ibrahim
0.42631033,0.09294672,0.044375982,0.0047610668,1383.674063222007,389762.369042914,1607.6304651975197,191817.31825262503,2900.670965786638,2027226.6634012368,-378.06638,11253.26,117.56976,1352.1117,23.210806,375.40808,26.181562,561.1937,-6.787126,389.61954,2.6333766,596.83887,-0.66191876,219.1756,-12.006649,173.61906,-11.11038,300.10568,-1.5065073,102.20804,-5.9707155,135.88489,-4.9328117,79.05503,-1.4907616,123.73138,-7.3591847,198.07318,3.346929,98.42401,-0.9921652,53.69293,-5.5203385,64.92628,0.31421682,88.46928,-3.7055159,41.83543,-3.3154178,48.677826,Ibrahim
0.38387477,0.092910506,0.07311005,0.008499868,1506.3966673284424,647943.2083978358,1682.0247423644523,157775.3608263793,3116.002997036638,2452710.622245718,-326.62213,9163.065,127.06224,1414.5664,16.585953,691.64276,33.703915,631.40344,-11.221955,618.50476,4.494776,689.2064,-4.8203573,248.60081,-8.928883,143.56865,-10.689287,347.94693,-3.2082636,103.62921,-2.498415,113.83184,-3.021191,80.737656,-1.1452835,93.23368,-7.6054525,223.13113,1.814139,88.27478,-6.2176886,88.0033,-4.359892,86.13008,3.3953424,98.808205,-5.3696995,88.369965,-0.35410598,41.339222,Ibrahim
0.45663568,0.09413775,0.063088596,0.008198586,1315.171656548666,329424.3796034434,1603.3656523870857,167709.42117271374,2656.5042429956898,1766305.809453325,-353.56857,9588.976,126.487976,1369.2097,25.809713,299.40195,24.383877,873.122,-8.786294,408.21082,1.2647194,674.89636,0.34190577,181.0095,-10.305476,114.63644,-11.951288,180.85707,-0.21919231,120.214745,-4.4304366,131.43922,-6.281408,69.37855,-3.3598065,133.16647,-8.722918,190.54478,2.8619695,87.42054,-5.7305284,52.98996,-6.357487,40.597496,3.3060856,87.07768,-5.442087,37.75212,-6.508592,19.56448,Ibrahim
0.4473225,0.08843127,0.06703123,0.008419087,1307.3789291674177,702048.0947227001,1478.7262073353595,196652.1175490256,2541.6604929956898,2119243.572355026,-354.53632,12106.055,124.113,1588.2313,26.557236,604.0277,27.617683,1000.8737,-6.806885,649.9716,2.5212765,581.2496,-1.776548,166.71204,-9.067678,126.17419,-14.117218,119.341675,-3.6417184,97.907234,-0.8469382,110.91522,-3.1536644,70.0569,-6.067333,66.40541,-10.071617,147.55475,1.2653816,35.018982,-3.687501,28.622868,-5.584557,59.904293,0.7676213,72.65754,-5.601202,31.889309,-4.07506,51.609173,Ibrahim
0.4032626,0.09588527,0.049275767,0.004312951,1890.407056273591,1649240.377694261,1893.492323706439,588713.550642581,3424.0268049568967,6518956.63917986,-407.74936,17423.62,102.36964,4737.223,18.745575,982.01013,21.60312,285.17834,1.8974897,568.09705,-4.1167808,488.50726,1.6447512,199.18005,-3.5957634,229.18065,-8.131324,194.23094,-8.604011,65.30142,-7.816061,243.12776,1.1368523,74.22795,-12.490976,140.83582,-4.727152,108.203964,2.7709548,81.61385,1.1992602,48.823338,-4.935614,81.86705,3.4798927,50.197174,-0.9570978,29.02637,-2.1345212,52.227493,Ibrahim
0.4097909,0.091705926,0.053929903,0.0067075244,1340.532823398864,541580.9677619879,1482.9504045660651,173960.5196706123,2694.991749730604,2214075.267303571,-372.64566,8493.007,120.688286,1790.704,28.234367,456.56985,24.224995,695.1045,-10.028561,531.16565,0.737234,544.0171,-3.3396955,164.75963,-14.134141,91.760925,-9.1319065,171.85281,-2.5846267,87.20481,-2.553433,134.12965,-4.3077407,47.587154,-8.013878,120.78191,-7.4567003,219.61618,3.4474947,64.86266,-4.129828,46.753025,-4.8776536,76.251495,-0.86863637,148.6171,-5.349156,38.74711,-1.4006459,34.655884,Ibrahim
0.38345873,0.09158022,0.077389084,0.009219458,1599.687485941562,605811.395995885,1661.9791948646002,207124.4503105737,3392.345770474138,2279104.6467164755,-327.17587,10047.597,125.42442,1758.5525,8.770281,810.35614,36.848957,968.1099,-14.491479,547.2945,3.6868389,451.04837,-1.5358545,258.03055,-14.737483,168.32439,-5.647227,318.54956,-5.634922,83.31247,-6.531997,110.01275,-1.7017581,90.56332,-6.9922037,151.08115,-9.49583,149.83488,1.1139514,83.63164,-6.53241,74.22401,0.537387,78.17012,-0.38560122,136.89537,-6.3948827,56.75869,1.6763227,80.15874,Ibrahim
0.42230615,0.09113556,0.06812107,0.009024522,1376.8814344573095,482752.2204887276,1580.7095838554362,226236.49245088143,2725.311489762931,2475679.387456597,-337.86923,11269.804,127.383026,1398.8582,20.851204,672.4677,23.444084,1051.3313,-12.345664,426.1172,1.8075565,631.1261,-2.9289055,210.14777,-8.2797575,108.55529,-16.346912,281.64523,-4.2932925,91.12365,-2.1036346,124.73689,-4.8438053,92.14206,-1.8515583,130.07533,-8.885932,160.78394,1.1488903,58.602848,-3.2889109,51.43425,-6.1252055,70.080765,1.1305817,130.5319,-5.9427323,33.068184,-3.5042331,23.288315,Ibrahim
0.4255682,0.098182864,0.077733725,0.009762222,1644.891020758043,713303.6264331035,1703.276397419351,200482.10329077003,3356.828360721983,2649488.65512747,-331.07333,10938.873,119.482635,1755.7036,12.4015665,381.78198,31.748257,832.41254,-12.156139,707.458,2.8377955,616.8576,0.023137523,264.85,-9.161353,162.81242,-11.378072,331.2545,-0.91088814,124.70756,-5.513292,249.9137,-3.9092734,78.41804,-1.8292873,117.72418,-13.393555,179.92545,3.177686,120.62776,-3.0154128,64.50065,-4.509978,76.34947,1.1010374,105.09062,-8.814285,56.547195,-1.0896616,63.12697,Ibrahim
0.38184452,0.095591664,0.07723031,0.009987002,1601.6249563057222,900525.9736205464,1601.206510013408,120033.97950084048,3119.963126346983,2144345.205081062,-318.57306,17706.434,116.68573,1732.5171,10.972668,452.99124,28.659357,868.72003,-15.441405,521.2869,3.4648435,396.62836,-5.032486,107.67649,-8.019175,108.24631,-3.7279694,161.12924,-5.694163,153.92908,-8.566627,103.85073,-5.4710116,71.51436,0.35043094,153.4686,-6.297543,149.74391,-0.23159292,73.68261,-6.342194,53.67166,-5.182313,51.947124,2.190364,46.701073,-5.7018228,55.061134,-2.024654,45.602676,Ibrahim
0.41330752,0.093818225,0.04973658,0.006113145,1431.35526165417,463956.2340050207,1635.7831856398643,240980.24007428813,2912.551353717673,2081741.7315920813,-366.33975,9555.993,118.6689,1259.0847,19.963013,569.67755,15.782352,741.33307,-5.667211,353.3063,6.26634,546.9939,1.026176,239.6633,-8.282317,89.59678,-14.212863,397.72507,-4.2997985,214.8518,-2.9754415,216.2651,-3.0222397,44.60767,-4.3440957,58.834316,-12.843039,170.27701,0.7241969,83.15406,-0.8379762,49.29841,-5.8750696,71.87008,0.06911638,68.04394,-4.149684,32.323376,-5.666908,39.65533,Ibrahim
0.43507776,0.08914286,0.029783929,0.0017298791,1770.8046486820506,1405244.0126970012,1732.8587617774383,277153.0839026944,3315.4945110452586,3420018.77013058,-366.8357,6749.0776,120.98797,1815.1602,12.28521,518.4198,21.357418,289.5988,-10.38682,334.8667,12.384534,561.55963,-7.5359917,266.85898,-6.7345777,105.98171,-8.389448,153.44135,-7.0798583,211.0443,-1.0037848,144.03726,-9.662314,58.945644,-2.9425662,68.85431,-4.7205076,114.287926,-0.04788366,39.618267,0.5745653,72.42261,-3.8354702,59.32291,1.2015812,19.1871,-2.1745927,54.15095,-2.8484724,32.40824,Ibrahim
0.3698629,0.090889886,0.039361328,0.004074314,1365.6842623367031,680263.3094480166,1602.6208924792345,337396.1355883441,2733.9742726293102,3577971.863356839,-416.54248,11656.875,103.93998,2038.1422,36.01234,555.182,25.716946,562.7635,-9.14193,355.76593,0.56973344,386.29785,-9.263335,162.19307,-9.282775,132.09238,-13.094938,171.09207,-9.037818,95.383026,-2.131858,101.97761,-5.5814147,112.4678,-2.8750691,165.56989,-3.3983414,131.33363,0.9733267,55.597717,-3.1526423,52.81433,-8.4584875,61.917862,-2.2820299,95.324905,-4.713544,41.2426,-3.3451138,31.116854,Ibrahim
0.38307938,0.09069306,0.056903988,0.0077893054,1236.9995100439344,904200.0470802562,1531.5551301609644,326866.58380827,2310.982960668104,3884541.344384659,-402.71017,15918.0,100.20508,3164.7285,41.231976,311.81387,21.320904,349.609,-6.810201,298.19492,2.985918,355.88928,-2.9035363,180.57767,-6.059021,268.10052,-13.219852,78.83385,-11.4639635,97.32873,-3.258668,52.853348,-0.52159274,42.867886,-3.7696264,151.1248,-6.777076,113.168205,1.1481771,74.34388,-1.6186188,57.75194,-7.0042977,35.213448,-2.007771,82.362305,-4.23594,39.93032,-3.5393958,37.27241,Ibrahim
0.37076846,0.09371196,0.055766534,0.006830093,1138.6595129548366,402216.7771877465,1542.5977099786858,293930.54123283096,2156.537917564656,2570297.345390785,-425.56888,14404.32,99.30137,3803.509,37.922142,385.458,25.137291,485.1448,-5.1425433,342.33722,0.2083504,317.81406,-2.1692822,215.10956,-7.4870934,228.68173,-15.117438,171.73058,-13.1356,112.530106,-5.0022078,103.632866,-4.217903,91.900826,-2.9429693,146.03777,-5.1742563,88.27184,1.3599589,83.10645,-1.2017044,56.713844,-5.5523996,43.09614,-2.2587512,37.763763,-2.620582,25.168036,-3.7984562,31.980148,Ibrahim
0.50210744,0.07526949,0.034928057,0.0028211814,1646.8206064726403,670031.4156883882,1809.0341891785856,440858.3929306732,3232.0842874461205,3542124.815113337,-423.72388,14615.22,114.543396,3533.3064,13.641766,620.0371,19.27171,719.04846,-1.7924868,508.89728,-5.754098,542.75806,-0.122427985,186.59688,-3.5632837,144.94804,-5.0791206,186.45792,-3.3947866,70.78101,-7.066581,150.20926,-2.4828293,86.63939,-7.270611,87.643906,-6.7240753,82.3517,1.2764246,39.767616,0.57571286,48.047028,-0.6995401,67.57427,-1.1629667,53.633873,-3.8269823,36.46123,-2.8340282,39.638725,Ibrahim
0.40148073,0.1016685,0.05365674,0.00452634,1814.9099454561929,2422396.311429142,1717.297438038692,710259.7053042311,3139.1450026939656,6619523.580050213,-414.06726,9870.887,102.27852,5335.9277,47.702732,469.5624,42.37915,325.0311,-4.8887706,551.0027,5.735765,582.30817,-4.807663,182.48936,-7.5203185,277.24826,-5.930055,230.50099,-4.575779,118.14125,1.7737807,148.44168,0.122966,137.92932,-0.7154488,128.28365,-5.510674,72.692,9.354479,131.93808,0.11491145,59.96518,-5.465538,130.38208,1.1830373,47.11981,-6.6823583,54.8295,-1.6655879,100.9835,Ibrahim
0.42276147,0.09987633,0.05648972,0.007284679,1493.222865547909,834766.9595691317,1744.6879115373054,366551.5727107283,2894.854525862069,4254170.197686458,-422.5039,17935.639,90.709274,4358.72,33.347847,522.0287,35.370518,406.71274,0.00020910132,256.672,5.1498604,354.59622,-4.8969984,85.58166,-5.682982,170.56467,-7.937707,133.57874,-11.557613,100.25415,-3.2781794,66.68883,-3.3047602,75.94903,-2.3214843,136.70992,-4.5774326,54.859592,2.7746909,81.70153,0.7212628,26.285494,-3.2644298,47.252705,-2.805616,20.230886,-6.287974,60.18021,-3.5580494,34.318302,Ibrahim
0.36564887,0.09767293,0.06186526,0.008355772,1483.7784092750678,626193.6510559077,1771.4569668412207,278521.48633393535,3223.9165207435344,3578429.967510856,-409.76562,16787.877,94.72497,3561.0452,38.178013,304.53226,28.754454,310.09396,-4.784229,176.30098,4.893587,369.326,-8.381228,96.54497,-8.683832,195.77614,-9.819242,71.077354,-12.702503,107.0136,-5.9179244,57.778877,-5.7133703,74.816925,-3.0050144,86.312004,-4.096407,46.04279,-0.026132891,45.638462,-2.522523,47.898663,-5.1906214,28.114883,-3.7521214,35.304165,-6.635683,44.072758,-4.855603,17.71137,Ibrahim
