chroma_mean,chroma_var,rms_mean,rms_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,result
0.4174651,0.10425156,0.026487965,0.0013029387,-517.9138,25436.732,82.80781,8033.8594,12.477504,332.30624,4.355949,263.2209,-6.216315,211.3318,8.200107,280.25302,-10.499885,279.3594,-2.3970432,60.354122,-0.6263092,38.008007,-6.3496985,71.241776,-4.6118946,91.563896,2.0534697,40.988453,2.9656773,30.604586,-6.539432,87.58654,0.7531091,20.868486,2.3613117,35.524315,-0.090294234,13.849603,-3.7858522,48.75055,-0.52582777,12.79011,-1.0126448,28.797256,Amr
0.35619307,0.09697965,0.029978309,0.001796648,-463.20792,22359.725,107.56534,5769.6187,11.143081,301.84955,-0.25486952,589.6022,-11.3054,225.51718,7.8558397,356.58173,-9.606852,162.78882,-4.3889227,55.65371,-1.9207095,65.961555,-7.313229,92.69719,-2.6628268,147.92744,4.816104,36.528362,4.916778,37.910286,-3.3550394,85.710335,-0.040637065,25.714178,2.7540133,69.57977,1.1742224,46.320503,-4.225078,64.74772,0.15750419,42.49526,-2.2636635,29.872757,Amr
0.32508698,0.09384435,0.0252388,0.0009200402,-449.57745,20928.65,124.2761,4456.9546,-2.037229,826.36865,3.8653698,746.83887,-13.621885,219.67746,6.1432447,395.84082,-13.00346,257.22296,-4.333916,97.80553,-5.046987,44.37404,-6.977225,80.61773,-1.9544454,108.52368,5.2206926,48.533783,5.5191016,48.061977,-3.71903,99.77711,1.0988278,28.449724,2.5929344,60.852196,0.9926065,14.613686,-4.524433,65.55272,-0.9864523,23.702774,-0.36117807,15.7719965,Amr
0.40593642,0.0984333,0.019623686,0.0007714055,-518.40875,27294.9,94.97875,7629.2974,7.887554,304.17905,7.761144,418.3887,-11.152904,191.55798,4.3365126,308.0871,-7.574173,221.97969,-0.64838606,79.76508,-5.422863,54.82116,-2.7898064,59.238876,-2.639105,72.56681,2.8933496,51.88167,3.1854455,20.509895,-4.480289,70.20472,2.3218274,21.220118,2.7537627,42.806828,-1.0060093,26.378817,-3.0391796,37.737427,-0.7561015,46.19613,-0.028353285,14.730608,Amr
0.37432107,0.099748574,0.012900588,0.00029809392,-559.12885,29428.416,90.75657,8745.353,5.3826337,262.27664,4.0773716,205.22688,-8.166379,254.08978,13.276916,384.63022,-11.570485,206.87791,-4.60766,97.9748,-3.4452565,54.24798,-1.571132,44.376766,-4.926578,72.49259,1.2702847,53.64254,6.195545,59.167572,-5.2331867,130.3554,4.7892094,46.286785,1.6299666,32.307793,-1.0701891,16.564207,0.8757043,34.93291,-3.6927557,44.839817,2.8820407,31.518377,Amr
0.4045123,0.09571704,0.021678844,0.00070248335,-483.03952,24418.562,119.24283,5895.8804,6.664256,468.7155,-10.044733,495.3068,-6.028978,209.95464,12.814868,256.0336,-12.451778,351.98166,-1.2925436,109.998245,-7.3321567,78.46948,-1.9779514,49.317444,0.30097964,106.064926,-1.1002204,63.04785,1.7234735,27.917988,1.369058,49.748096,-1.9594914,84.645966,6.5940714,75.43078,0.7201318,33.33575,-7.068121,86.86064,1.6066933,41.10596,0.6623968,32.401886,Amr
0.34697336,0.09354712,0.041101296,0.0029839682,-412.83868,26642.953,98.89051,4671.797,9.0471735,410.9491,6.6209207,443.0662,-12.147166,427.2021,5.281633,272.12784,-6.7013726,73.695404,-1.991169,164.13487,-5.7862697,87.538536,0.24599475,52.56657,-4.90407,123.76413,6.1987844,41.562805,4.3044257,57.125416,0.670852,108.86493,1.0908662,43.645737,5.2161756,67.57674,1.189298,28.246723,-0.40837833,38.817265,-0.22155692,44.997036,-1.4262757,44.518814,Amr
0.38560036,0.09921168,0.015404219,0.00051245984,-543.4521,28241.023,90.56374,6766.687,9.447615,356.46054,6.6954937,410.36145,-11.927101,248.81894,10.415254,352.2745,-8.728915,162.3348,-5.662328,157.2898,-3.819228,50.51853,-3.7243116,70.30201,-0.1474072,61.439194,0.96492916,64.28963,5.1734533,40.87813,-0.24768259,75.39121,-1.0944647,32.75874,5.1779566,90.01343,1.2343339,47.566124,-5.019987,98.40635,1.3290282,38.327557,-0.9932965,13.4460745,Amr
0.3355243,0.089270785,0.044194847,0.004059021,-399.7203,19190.17,108.37822,3442.2598,18.64567,327.38168,5.085373,477.8169,-15.1623745,267.0374,3.4422326,466.422,-10.207478,113.637,-5.751568,154.11317,-5.5082126,69.134605,-2.31639,66.551605,0.056101788,81.4726,5.275948,42.35835,7.044813,29.423437,2.1152346,52.44836,0.4267362,32.16049,2.7406332,51.21902,4.1248055,51.318356,-3.4384127,55.098656,-0.771545,54.472122,-0.6954188,16.864882,Amr
0.3425042,0.09434012,0.024624346,0.0013966674,-488.43143,21363.443,98.24497,4702.891,19.040636,314.41214,3.1795366,632.99475,-14.924289,203.18283,4.8674455,391.44995,-8.364978,122.17569,-8.306067,71.93836,-2.053538,81.38477,-4.391109,54.98223,-0.9500714,68.86786,2.2239347,43.740715,8.861016,56.799305,1.8003045,39.26229,-3.3930588,82.7364,6.1029873,103.61633,-0.089713074,30.680868,-3.7118008,52.199966,-0.64583814,48.166763,-0.5718708,22.24449,Amr
0.33447352,0.10128583,0.030060234,0.003027895,-448.2266,15592.322,103.82075,4402.155,19.495348,162.98843,2.7102609,472.52124,-12.546338,243.58374,4.2219167,386.37366,-9.262617,106.46186,-8.132769,84.7871,-0.99784255,97.53814,-3.7660651,39.22501,-0.62978286,64.9531,3.1142654,58.921974,8.790379,42.559383,2.5355766,38.680897,-4.247194,57.021927,5.900446,113.566574,0.021121003,24.404634,-3.388095,67.21683,1.1101949,36.881756,-1.2080367,15.646969,Amr
0.45489934,0.09160425,0.02955679,0.002239146,-425.85184,19282.646,84.788185,5484.12,7.5456214,468.11652,11.77372,376.7441,-4.579306,146.8701,8.146283,270.9458,-9.351626,152.6198,-2.493912,46.411118,-1.3483692,107.94879,-4.872428,80.4185,-1.7000103,92.78784,-1.247848,59.227932,7.094016,67.20722,-1.8807752,67.32788,-2.004692,79.97467,5.3173814,101.65316,0.0008984873,46.620205,-1.1244704,37.95258,-3.2821329,38.695248,0.4643884,37.353455,Amr
0.3771712,0.09844293,0.0326148,0.0022471505,-437.7277,18005.598,89.4602,4703.6787,18.253538,341.83548,7.2473736,373.45917,-10.599634,227.54503,7.953869,413.40588,-8.991611,102.28134,-7.0762243,74.51917,-1.8343866,44.363018,-0.4613161,53.042294,-3.013662,110.325676,-0.3124142,38.591846,5.0926833,46.437965,3.4245434,35.93492,-3.9786015,62.36689,4.5808473,104.19791,-0.8406837,61.34094,-2.5643406,45.828915,-1.0564308,34.446632,0.14058705,28.05963,Amr
0.39051616,0.102461,0.023315905,0.0009819056,-515.3376,31490.264,79.178375,6016.4355,14.349414,356.36874,10.762768,560.38696,-8.665119,256.6633,8.807913,267.2498,-9.685029,183.91408,-3.5230927,90.90408,-6.2827926,60.904427,3.8268993,83.98127,-5.281019,110.44666,0.94453734,39.604115,-0.29068223,42.127243,2.254822,86.51283,0.777714,47.69754,0.58526754,82.36037,2.5592768,61.36503,-6.545039,84.93175,0.46240464,55.58956,-1.3743893,25.436274,Amr
0.41531482,0.097648256,0.015246322,0.0011248132,-527.17694,15033.643,54.875168,4777.1157,15.803502,330.53204,-1.1341854,259.79245,-8.275989,238.6543,3.377506,281.80243,-5.512884,84.01584,-2.8943365,38.130486,-3.0231202,52.32702,3.3962896,43.32677,-3.0841942,142.89392,3.379379,34.466515,1.7395943,19.75346,3.0190492,46.66011,1.3405169,15.368019,-0.56494796,42.213272,1.8301255,41.857124,-3.0140164,34.75252,-0.14027719,33.36605,0.6087965,12.4316635,Amr
0.36225733,0.10467616,0.028410573,0.0013075131,-466.14218,23913.732,99.910706,5695.4824,13.369808,644.7165,8.130157,478.10092,-9.174974,170.01007,9.353912,311.548,-12.247208,247.56796,-5.8102937,65.62208,-6.5959334,72.70155,0.76376903,39.02734,-5.615267,171.53563,-1.7266299,55.154427,2.7594337,22.388357,1.5287055,37.79155,-2.2333295,47.461605,1.0782038,83.59166,0.023502657,51.82828,-5.457318,38.817287,-2.0504723,50.629272,-3.3386118,36.798054,Amr
0.410802,0.085227676,0.01836141,0.0005565623,-486.28476,23663.168,130.1237,5701.6875,2.6645584,424.67313,-8.945036,302.30865,-6.5549955,246.44212,11.535211,248.80717,-11.115182,273.61777,-0.3904137,94.09092,-4.112776,42.674828,-0.20627534,41.89633,-2.0748,104.15898,3.1323876,57.770695,3.2670488,35.9151,-3.4242322,53.596584,2.580204,48.567284,8.189975,111.431526,-2.6822906,64.10906,-1.7757933,37.40617,-0.46716744,20.21215,1.5862958,41.874466,Amr
0.39084306,0.098633036,0.027094824,0.0013888075,-470.64578,23520.498,101.7912,5154.882,12.953291,566.9631,10.100154,679.2781,-9.05083,228.15211,7.7409663,362.67377,-11.700356,160.78552,-5.3417206,94.37454,-7.9645433,79.51466,1.2822927,87.87748,-4.1374054,139.86392,-0.090902306,78.94896,3.197185,39.162136,3.4069035,47.335102,-4.526004,71.67806,2.7087672,101.83569,-0.23893937,24.990627,-4.8104124,42.126987,0.23918897,30.249409,-1.4467202,41.435577,Amr
0.34101027,0.0929668,0.023983201,0.0010664621,-472.97067,22595.986,108.12969,4489.5947,15.751187,318.8315,3.4167867,703.4865,-9.472428,141.0678,6.9172645,306.17947,-10.961849,232.65973,-5.6271033,74.28229,-8.05264,62.88718,0.80364716,53.172825,-4.0761557,164.268,0.47167644,37.704777,2.9998412,44.041138,1.6472238,29.49117,-3.0822232,44.336197,2.6628146,110.880554,-0.9702227,55.223694,-5.1204524,35.614063,-1.3275917,30.000679,-2.7820024,28.14397,Amr
0.4099376,0.09977318,0.021483056,0.0008943139,-512.16125,27923.584,94.631836,5897.2075,12.621793,495.6034,6.0900607,650.7654,-5.3637443,146.53091,11.386678,383.22073,-12.046866,245.04802,-3.5246267,58.416004,-5.0392632,62.244022,1.239415,28.06527,-2.954021,158.74776,-0.19958176,32.452938,5.3397474,43.08058,2.9299476,35.60331,-2.170902,41.918316,4.015892,111.80245,-1.5195401,44.59639,-3.8166854,28.249727,-0.18153971,24.36309,-1.4833597,11.669535,Amr
0.32154903,0.08553004,0.026785793,0.0013917006,-457.95828,19375.652,113.42093,3195.8064,16.900557,225.04405,0.33682254,820.56134,-12.490439,166.84308,7.2915964,347.8633,-13.189147,141.8419,-8.676568,77.79536,-6.0764537,39.499283,-0.3081095,74.27086,-0.14361195,112.38838,2.2870533,34.851345,6.1107135,29.763823,2.4594836,48.733925,-2.7740352,63.315155,4.833256,154.11722,0.38218606,38.5744,-2.5052736,60.37404,1.9779389,32.84403,-1.5558223,20.484594,Amr
0.44438776,0.101866715,0.019680314,0.0013310369,-490.7447,17097.85,58.86351,5191.6475,9.899006,639.4894,7.6793284,504.0279,-2.347609,120.92264,6.5073357,263.01578,-5.4098186,91.42979,-4.641492,46.571705,-1.7789713,55.22266,-0.9585078,44.858418,0.5127148,36.984432,0.27005565,40.585503,3.2763948,34.84881,2.6781046,47.026596,-5.041266,65.51934,4.5215473,73.93543,0.64591026,14.207341,-3.3752522,40.937,-0.625551,12.696792,-1.2015545,27.06779,Amr
0.39414912,0.09260842,0.022223813,0.0018439911,-462.3367,14715.665,77.24629,4285.8433,12.940706,384.15256,5.147519,583.60785,-9.781465,201.66139,4.5576797,260.0527,-9.763545,113.06837,-8.1236725,67.39755,-4.056433,51.229897,1.5874574,56.528343,-0.4570558,74.10255,0.5579761,49.918873,3.7798326,28.89038,6.063927,76.455055,-2.5944986,38.357174,1.6304216,59.850094,1.5528233,47.968224,-2.1273606,28.242563,-0.4648938,39.036556,-1.7492279,17.693949,Amr
0.42235675,0.096357405,0.012403061,0.0006110551,-550.0645,18805.613,63.96926,5009.2617,10.154972,287.46982,1.1568011,643.1205,-6.1112757,101.18857,2.909268,220.512,-6.1706467,69.75208,-6.3179607,77.13372,-4.3054905,35.906086,2.835401,26.948397,-0.36776572,92.429214,0.36690995,37.127014,1.6653777,27.742973,2.9768255,35.829403,-0.5075056,33.597492,1.5732548,38.523067,0.59472615,22.191273,-1.7663168,22.442928,-1.1376995,24.595016,-1.0584623,12.818946,Amr
0.39417973,0.09554145,0.025349343,0.0025853529,-457.94083,15291.624,73.63849,4243.795,17.038912,362.10876,5.2661114,389.21878,-8.339185,144.8052,3.1029596,254.3853,-5.770361,62.126537,-4.576074,34.447292,-4.553632,44.897552,0.3465936,40.244198,-1.2578807,119.90882,2.2483857,69.72916,5.9606223,38.644592,2.6645098,30.781809,-1.3864038,26.851246,1.7580242,52.782856,1.8798355,23.61798,-1.9234046,49.837784,-1.282538,37.859863,0.5076933,20.350025,Amr
