,chroma_shift_mean,chroma_shift_var,rms_mean,rms_var,spectral_cent_mean,spectral_cent_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_rolloff_mean,spectral_rolloff_var,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0,0.34224337339401245,0.09483364969491959,0.04224592447280884,0.0020420514047145844,1917.594682232133,531512.3521279482,1751.0387301635305,247492.29667675914,3515.446343823014,2409208.857440482,-293.998291015625,122.00385284423828,-30.289960861206055,18.03016471862793,-15.027392387390137,-9.409234046936035,-1.1847230195999146,-14.32730484008789,-19.697452545166016,5.300304412841797,-3.9734277725219727,-2.796717882156372,1.281851887702942,-4.021716594696045,-3.836012601852417,-1.5281357765197754,-10.351072311401367,-2.670660972595215,-8.451059341430664,-3.3015267848968506,0.0
1,0.41308408975601196,0.0877203494310379,0.021295683458447456,0.0009882549056783319,1835.0872855069579,541044.1024323527,2094.9272006496626,168478.54655472396,3569.12841796875,2511926.880801266,-367.19293212890625,119.49999237060547,3.630847454071045,1.8862797021865845,-7.859832286834717,-2.0768303871154785,-9.808545112609863,-8.311018943786621,-16.285497665405273,-4.741743564605713,-0.8305459022521973,-5.439737796783447,-4.759903907775879,-2.4044766426086426,-2.440741777420044,-5.021639347076416,-6.716308116912842,0.9187279939651489,-5.760159492492676,-3.549945831298828,0.0
2,0.3929775655269623,0.09458518773317337,0.026896804571151733,0.0018926080083474517,1829.3393186599458,551606.7627879297,2030.1933338415947,186354.17652933014,3582.6338918585525,2679796.3729063226,-391.3322448730469,114.23461151123047,2.042487144470215,8.178756713867188,-3.0824949741363525,-2.3034071922302246,-10.540379524230957,-8.467194557189941,-8.008940696716309,-6.156989574432373,-1.6881768703460693,-4.614040851593018,0.16443292796611786,1.1233333349227905,0.14412327110767365,-1.4586174488067627,-7.3368611335754395,-0.5560557246208191,-5.203556060791016,-4.580229759216309,0.0
3,0.4296628534793854,0.08859802782535553,0.040270425379276276,0.004263016860932112,1601.2604037555623,459071.602721102,1888.3547624822254,274174.94183871173,3204.217529296875,3404728.198237717,-388.5437927246094,126.0196533203125,12.381569862365723,-6.277186393737793,-8.294682502746582,3.8746354579925537,-7.199466228485107,-7.2776618003845215,-7.9951605796813965,2.1377556324005127,-4.0424017906188965,-3.154292345046997,-3.793031692504883,-0.33861270546913147,-1.0596257448196411,-2.7713589668273926,-4.8323516845703125,0.20812709629535675,-4.604042053222656,-2.5214202404022217,0.0
4,0.40442246198654175,0.09998826682567596,0.035424478352069855,0.0034826169721782207,1395.9939781655694,356664.94971442956,1737.0785433949522,181038.74626211362,2520.5922349591124,2186255.0912536234,-376.8963623046875,126.55186462402344,17.877521514892578,-5.312790870666504,-5.308980941772461,1.0028430223464966,-0.5597966909408569,-3.5589747428894043,0.2822209596633911,-1.8975872993469238,-4.111656188964844,-8.638665199279785,-3.1465580463409424,0.9919218420982361,2.306744337081909,0.21165287494659424,-8.767582893371582,-0.981151282787323,-7.027800559997559,-6.096060276031494,0.0
5,0.38036397099494934,0.097774438560009,0.023797307163476944,0.0014400755753740668,2081.788189840462,1227336.0185568556,2207.94931579699,353866.60450939427,4165.90576171875,5352697.550877929,-389.1266174316406,115.38331604003906,19.04277229309082,-1.6275604963302612,-10.832158088684082,7.8518242835998535,-6.798719882965088,-0.7038165926933289,-7.5896759033203125,0.6742996573448181,-8.43138313293457,-1.9291101694107056,-4.520412921905518,1.685107946395874,0.7881544828414917,-5.430668830871582,-3.1502795219421387,-0.6892995834350586,-4.054652214050293,-4.21348237991333,0.0
6,0.4114554524421692,0.08953221887350082,0.019559552893042564,0.0007274273666553199,2757.194165413205,1636561.7043003705,2346.202800249353,276467.42511646345,5233.253506747159,4573241.768027189,-347.2362976074219,88.27003479003906,-3.1443593502044678,9.520387649536133,-13.591004371643066,8.998260498046875,-11.289933204650879,0.10470040887594223,-11.976639747619629,3.891894817352295,-12.300980567932129,1.6076610088348389,-7.387115478515625,1.2814574241638184,-1.9378023147583008,-4.936524391174316,-3.9578452110290527,-4.264951229095459,-7.561831951141357,-1.7632482051849365,0.0
7,0.35405296087265015,0.08960872888565063,0.02338751219213009,0.001388086937367916,1386.6494499021917,144990.52885870004,1584.6688486119133,94551.89042006749,2609.764953053326,808460.2494683695,-385.26190185546875,132.296875,-10.601303100585938,12.82955551147461,5.542313575744629,-8.054795265197754,-13.091499328613281,-17.55942153930664,-11.318723678588867,-8.57198715209961,-3.9920594692230225,-6.522026538848877,-2.51798415184021,-2.504578113555908,-5.919788837432861,2.060992956161499,-3.208693504333496,-5.171994209289551,-4.4206647872924805,-3.32435941696167,0.0
8,0.40681660175323486,0.0935058742761612,0.04165591299533844,0.006299070548266172,1633.4478756279125,476001.8663609492,1857.2178826678382,203342.44513907324,3080.32470703125,2182407.614046335,-399.57513427734375,90.94970703125,16.162118911743164,5.100088119506836,0.6159068942070007,-0.6246748566627502,-13.08541488647461,-13.836531639099121,-2.930025577545166,-7.673190593719482,-5.342007160186768,-5.492290019989014,-3.0915987491607666,-1.180000901222229,-3.3233656883239746,0.5226112604141235,-2.6004159450531006,-0.9750787019729614,-5.179218769073486,-1.2991256713867188,0.0
9,0.4115336239337921,0.09505270421504974,0.0326644629240036,0.004616246558725834,1697.0888647023532,367338.03462671733,1932.8226770583349,244575.2656693528,3344.8562622070312,2094024.1109370252,-380.7620544433594,94.1370849609375,10.694375038146973,3.547797441482544,-1.6419296264648438,-5.53438663482666,-9.88502025604248,-10.471662521362305,-9.754944801330566,-9.652176856994629,-5.724372863769531,-4.292361259460449,-3.5772297382354736,-1.3331717252731323,-5.749018669128418,-2.9375033378601074,-1.6467124223709106,-3.4345078468322754,-3.0852301120758057,-2.7763445377349854,0.0
