chroma_mean,chroma_var,rms_mean,rms_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,result
0.44413018226623535,0.10110273957252502,0.06899689882993698,0.007357364520430565,-363.06292724609375,22072.658203125,103.06609344482422,4377.18408203125,19.61205291748047,437.9083557128906,17.07479476928711,330.580322265625,13.291563034057617,426.5484924316406,0.7713585495948792,243.81065368652344,0.551741361618042,73.86912536621094,-4.900269031524658,92.86658477783203,-6.253486633300781,78.59835052490234,3.5061092376708984,47.378211975097656,-3.8537793159484863,145.9154052734375,4.141160488128662,89.10735321044922,-9.770299911499023,248.937255859375,5.713402271270752,36.86540985107422,1.433817744255066,47.01665496826172,1.1306289434432983,50.10744857788086,-2.3675179481506348,59.67268753051758,3.668297529220581,30.082597732543945,-3.781654119491577,40.6566162109375,2.527491807937622,20.80402183532715,0.0
0.45671311020851135,0.09867008775472641,0.054655399173498154,0.006195190828293562,-422.94342041015625,34668.44140625,77.19329833984375,6683.90380859375,1.9706509113311768,95.19287872314453,13.440256118774414,322.644287109375,-1.706889033317566,281.60906982421875,-0.9318457245826721,127.46629333496094,-1.6805013418197632,51.27369689941406,-1.975760817527771,51.729576110839844,-3.551285743713379,66.22908020019531,-3.1404314041137695,35.720375061035156,-1.055087685585022,20.460845947265625,-2.7165777683258057,31.331907272338867,-2.8920042514801025,24.56192970275879,0.6858751773834229,38.98416519165039,3.1573309898376465,23.604862213134766,1.3765946626663208,25.03338050842285,-4.122897624969482,58.779510498046875,2.4003076553344727,17.174673080444336,-4.2237772941589355,34.34537887573242,0.5977358818054199,17.450387954711914,0.0
0.36225733160972595,0.10467615723609924,0.028410572558641434,0.0013075130991637707,-466.1421813964844,23913.732421875,99.91070556640625,5695.482421875,13.369808197021484,644.7164916992188,8.130157470703125,478.1009216308594,-9.17497444152832,170.01007080078125,9.353912353515625,311.5480041503906,-12.247207641601562,247.56796264648438,-5.810293674468994,65.62207794189453,-6.595933437347412,72.70155334472656,0.7637690305709839,39.027339935302734,-5.615266799926758,171.53562927246094,-1.7266298532485962,55.15442657470703,2.7594337463378906,22.388357162475586,1.5287054777145386,37.79154968261719,-2.2333295345306396,47.461605072021484,1.078203797340393,83.59165954589844,0.023502657189965248,51.82828140258789,-5.45731782913208,38.81728744506836,-2.0504722595214844,50.6292724609375,-3.3386118412017822,36.79805374145508,1.0
0.4009496867656708,0.1147288829088211,0.02915535494685173,0.0016120646614581347,-450.0570373535156,22589.5703125,65.60118865966797,4115.595703125,8.383912086486816,273.42340087890625,10.528099060058594,233.18930053710938,6.537609100341797,137.49502563476562,-0.5448297262191772,35.416778564453125,-10.896822929382324,219.86080932617188,-0.39234504103660583,61.757816314697266,-10.644230842590332,151.7845458984375,-1.7293236255645752,16.39535140991211,-2.1892545223236084,29.539722442626953,2.4264450073242188,40.200523376464844,-5.202681064605713,39.7139778137207,0.7670851349830627,12.686098098754883,0.3639782965183258,19.813800811767578,-1.1542773246765137,18.748722076416016,-3.0666096210479736,25.908632278442383,0.7608481049537659,21.555950164794922,-4.86419677734375,49.348548889160156,-1.9804494380950928,17.986356735229492,0.0
0.51652592420578,0.07007858157157898,0.014748486690223217,0.0008004029514268041,-436.2956237792969,12683.6806640625,124.13190460205078,2410.574462890625,14.823667526245117,227.59445190429688,-17.044647216796875,357.9572448730469,-19.163318634033203,75.11112976074219,11.378718376159668,138.8303985595703,-8.309776306152344,101.71942138671875,-5.062015533447266,43.092620849609375,-8.466771125793457,118.94757843017578,-5.7562127113342285,28.68335723876953,-4.755255222320557,70.28311157226562,6.676527500152588,120.82550048828125,-6.900413990020752,63.23167419433594,-4.892148971557617,21.863086700439453,3.1000657081604004,82.33353424072266,-4.389849662780762,44.33193588256836,-1.712323784828186,27.861000061035156,-2.0024375915527344,17.642946243286133,-3.9877593517303467,22.83387565612793,-1.6140247583389282,15.962215423583984,0.0
0.3111977279186249,0.08933757990598679,0.0529441237449646,0.002776434877887368,-376.5992126464844,17167.57421875,133.13330078125,3295.079345703125,23.077865600585938,849.0001831054688,10.314045906066895,639.5078735351562,-16.967205047607422,253.857177734375,5.405208587646484,572.41552734375,-13.768839836120605,128.51791381835938,-5.349864959716797,185.46310424804688,-6.236234188079834,60.594181060791016,3.0908820629119873,63.708587646484375,-9.174065589904785,150.2245330810547,-2.8352386951446533,60.210426330566406,6.567664623260498,68.73408508300781,-3.7247211933135986,107.12937927246094,0.38032394647598267,25.76351547241211,1.674996018409729,60.01030349731445,2.191823720932007,25.268835067749023,-3.534628391265869,121.8736343383789,-1.3637409210205078,50.450382232666016,-0.9645242691040039,21.42833709716797,1.0
0.3280285894870758,0.08406952768564224,0.05004395544528961,0.0026776783633977175,-362.0987854003906,16700.138671875,139.35911560058594,1302.0325927734375,6.782515525817871,862.9995727539062,-16.551807403564453,441.5386962890625,-15.252960205078125,494.42596435546875,7.244488716125488,206.13424682617188,-11.599430084228516,393.02923583984375,-7.318100452423096,57.030784606933594,-7.732631683349609,83.66840362548828,-5.006569862365723,48.571685791015625,-9.321248054504395,208.8855743408203,-0.5446383357048035,122.64991760253906,0.2635025084018707,73.79505920410156,-4.981733798980713,67.4063720703125,-7.506359577178955,37.13282775878906,4.502517223358154,137.96107482910156,-6.134460926055908,82.22808074951172,-2.748012065887451,40.26102066040039,-2.2837064266204834,24.986421585083008,-3.901224374771118,36.30567932128906,1.0
0.4424644708633423,0.09841853380203247,0.04856720194220543,0.005798154976218939,-411.7616271972656,26873.220703125,69.848876953125,5829.8408203125,7.275783538818359,368.6474609375,12.350052833557129,222.02757263183594,5.12434196472168,216.09512329101562,0.7392045855522156,164.47027587890625,-2.076246500015259,95.03223419189453,-0.04505157470703125,37.69242858886719,-10.677044868469238,215.35812377929688,-1.9916678667068481,56.61100387573242,-3.0670270919799805,60.333091735839844,0.7720428109169006,53.25682067871094,-0.8621630668640137,56.511505126953125,-0.8743426203727722,43.71340560913086,-2.923840284347534,30.462743759155273,5.022793292999268,86.82585906982422,-2.8607683181762695,60.67797088623047,1.458743929862976,36.44882583618164,1.0597681999206543,19.288867950439453,0.7487421035766602,10.623449325561523,0.0
0.5251387357711792,0.13241568207740784,0.052367158234119415,0.003521884558722377,-433.9940185546875,22626.1484375,95.36966705322266,7658.9931640625,12.160414695739746,633.7711791992188,24.42140769958496,771.576904296875,-4.368974685668945,379.7999572753906,-0.01368485577404499,1188.4844970703125,7.9751763343811035,361.4189758300781,2.3480825424194336,186.18951416015625,-12.628683090209961,230.8972930908203,-4.312129497528076,127.87339782714844,-9.649691581726074,187.2382049560547,-0.3560549020767212,38.76990509033203,-0.6886685490608215,72.62520599365234,-5.904257774353027,107.44500732421875,4.460360050201416,71.25435638427734,-3.359379291534424,34.15464401245117,-3.903345823287964,34.909881591796875,1.3083856105804443,40.70311737060547,1.4168682098388672,48.0026969909668,-2.6220216751098633,41.682098388671875,0.0
0.35008421540260315,0.09615595638751984,0.07882773876190186,0.016450505703687668,-300.7439880371094,13052.1015625,115.5285873413086,1022.51416015625,3.880265474319458,471.4909362792969,-2.131720781326294,230.26171875,-4.281339645385742,527.3180541992188,-1.7486640214920044,142.30142211914062,-12.01477336883545,141.46240234375,-17.964954376220703,78.06340026855469,-6.795740604400635,124.302734375,4.820780277252197,55.978981018066406,-1.3668678998947144,118.19428253173828,0.9311994314193726,64.20539093017578,-7.545836925506592,138.6832733154297,10.456003189086914,105.01559448242188,2.693898916244507,86.173583984375,-4.856913089752197,48.63853073120117,-1.9826016426086426,36.048667907714844,-0.4411299228668213,46.86305236816406,-2.328676223754883,59.39360046386719,-2.0166289806365967,33.5289192199707,0.0
